BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
'29.4'	'protein.postranslational modification'	'cre02.g146500.t1.3|pacid:27574257'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr TyrKc PTKc                                                        no original description'	T
'29.4'	'protein.postranslational modification'	'g17612.t1|pacid:27571018'	'S_TKc S_TKc Pkinase Pkinase_Tyr TyrKc PTKc SPS1 PTKc_Jak_rpt2 PTKc_Jak1_rpt2 PTKc_Tyk2_rpt2 PTKc_FAK PTKc_FGFR PTKc_Jak2_Jak3_rpt2 PTKc_Ack_like PTKc_Abl PTKc_Trk PTKc_Fes_like PTKc_Syk_like PTKc_Csk_like PTKc_PDGFR PTKc_InsR_like PTKc_Chk PTKc_Fes PTKc_Tec_like PTKc_RET ANK PTKc_FGFR2 PTKc_Src_like PTKc_EGFR_like PTKc_FGFR1 PTKc_Csk PTKc_EphR PTKc_FGFR3 PTKc_Srm_Brk PTKc_FGFR4 PTKc_Lyn PTKc_Btk_Bmx PTKc_Fer PTKc_c-ros PTKc_Tec_Rlk PTKc_Frk_like PTKc_TrkA PTKc_TrkB PTKc_DDR PTKc_Lck_Blk PTKc_Axl_like PTKc_Itk PTK_CCK4 PTKc_Aatyk PTKc_Ror PTKc_Yes PTKc_Hck PTKc_Aatyk1_Aatyk3 PTKc_ALK_LTK PTKc_Src PTKc_Fyn_Yrk PTKc_Syk PTK_HER3 PTKc_Axl PTKc_TrkC PTKc_Met_Ron PTKc_HER2 PTKc_VEGFR PTKc_EphR_A2 PTKc_EphR_B PTKc_Tie1 PTKc_InsR PTKc_Tyro3 PTKc_EGFR PTKc_VEGFR3 PTKc_VEGFR2 PTKc_HER4                                                                                              no original description'	T
'29.4'	'protein.postranslational modification'	'g12052.t1|pacid:27581512'	'S_TKc S_TKc Pkinase SPS1 TyrKc Pkinase_Tyr PTKc PTKc_Jak_rpt2                                                                     no original description'	T
'29.4'	'protein.postranslational modification'	'g9401.t1|pacid:27569723'	'S_TKc S_TKc Pkinase Pkinase_Tyr TyrKc PTKc SPS1 PTKc_InsR_like PTKc_FAK PTKc_Jak_rpt2 PTKc_Src_like PTKc_Ack_like PTKc_EGFR_like PTKc_IGF-1R PTKc_Csk_like PTKc_Tec_like PTKc_EphR PTKc_Syk_like                               no original description'	T
'29.4'	'protein.postranslational modification'	'cre14.g628200.t1.3|pacid:27565602'	'S_TKc S_TKc Pkinase Pkinase_Tyr TyrKc PTKc SPS1 PTKc_DDR PTKc_FGFR4 PTKc_FGFR PTKc_Ack_like PTKc_Csk_like                         no original description'	T
'29.4'	'protein.postranslational modification'	'cre03.g164250.t1.3|pacid:27576853'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr TyrKc PTKc PTKc_FAK PTKc_Jak_rpt2 PRK05035 PRK07003 PTKc_InsR_like PTKc_Btk_Bmx PTKc_Tyk2_rpt2                                                                               no original description'	T
'29.4'	'protein.postranslational modification'	'cre01.g040150.t1.2|pacid:27578492'	'S_TKc S_TKc Pkinase Pkinase_Tyr SPS1 TyrKc PTKc PTKc_Jak_rpt2 PTKc_Jak2_Jak3_rpt2 PTKc_Ack_like PTKc_Srm_Brk PTKc_FAK PTKc_Abl PTKc_InsR_like PTKc_Frk_like PTKc_FGFR PTKc_Tec_like PTKc_Syk_like PTKc_Jak1_rpt2 PTKc_Trk PTKc_Tyk2_rpt2 PTKc_Src PTK_CCK4 PTKc_DDR                                                                       no original description'	T
'29.4'	'protein.postranslational modification'	'cre14.g628250.t1.3|pacid:27565515'	'S_TKc Pkinase S_TKc PTKc Pkinase_Tyr TyrKc SPS1 PTKc_Jak_rpt2 PTKc_FGFR PTKc_Tec_like PTK_CCK4 PTKc_FAK                   no original description'	T
'29.4'	'protein.postranslational modification'	'cre05.g246200.t1.3|pacid:27572594'	'S_TKc S_TKc Pkinase  no original description'	T
'29.4'	'protein.postranslational modification'	'cre08.g382800.t1.2|pacid:27562969'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr TyrKc PTKc                                                                                no original description'	T
'29.4'	'protein.postranslational modification'	'cre04.g212300.t1.3|pacid:27580712'	'PP2Cc PP2Cc  no original description'	T
'29.4'	'protein.postranslational modification'	'cre02.g144900.t1.3|pacid:27575470'	'no original description'	T
'29.4'	'protein.postranslational modification'	'g14494.t1|pacid:27573620'	'TyrKc Pkinase_Tyr PTKc Pkinase S_TKc       no original description'	T
'29.4'	'protein.postranslational modification'	'cre06.g266450.t1.2|pacid:27569101'	'S_TKc S_TKc Pkinase  no original description'	T
'29.4'	'protein.postranslational modification'	'cre01.g030200.t1.2|pacid:27578234'	'PP2Cc PP2Cc PP2C PTC1      no original description'	T
'29.4'	'protein.postranslational modification'	'cre06.g303183.t1.2|pacid:27567923'	'no original description'	T
'29.4'	'protein.postranslational modification'	'g10166.t1|pacid:27570799'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr PTKc TyrKc PTKc_Jak_rpt2                   no original description'	T
'29.4'	'protein.postranslational modification'	'cre09.g414650.t1.3|pacid:27570322'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr PTKc TyrKc PTKc_PDGFR PTKc_Srm_Brk PTKc_Src_like                                                                    no original description'	T
'29.4'	'protein.postranslational modification'	'cre09.g395150.t1.2|pacid:27569682'	'DSPc DSPc DSPc     no original description'	T
'29.4'	'protein.postranslational modification'	'cre08.g385650.t1.2|pacid:27563531'	'S_TKc S_TKc Pkinase SPS1 TyrKc Pkinase_Tyr PTKc                                                 no original description'	T
'29.4'	'protein.postranslational modification'	'cre17.g707800.t1.2|pacid:27571140'	'S_TKc S_TKc Pkinase SPS1 PTKc Pkinase_Tyr TyrKc PTKc_Jak_rpt2 PTKc_PDGFR                                                                     no original description'	T
'29.4'	'protein.postranslational modification'	'g4574.t1|pacid:27580429'	'S_TKc S_TKc Pkinase       no original description'	T
'29.4'	'protein.postranslational modification'	'cre09.g403650.t1.3|pacid:27570821'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr TyrKc PTKc PTKc_Fes_like PTKc_Src_like PTKc_Csk_like PTKc_Jak_rpt2 PTKc_Syk_like PTKc_PDGFR PTKc_FAK PTKc_Frk_like                                                                    no original description'	T
'29.4'	'protein.postranslational modification'	'cre06.g271100.t1.1|pacid:27569543'	'S_TKc S_TKc Pkinase SPS1 PTKc_Jak_rpt2 Pkinase_Tyr TyrKc PTKc PTKc_Jak2_Jak3_rpt2 PTKc_Jak1_rpt2 PTKc_Syk_like PTKc_Ack_like PTKc_Tyk2_rpt2 PTKc_Tec_like PTKc_EGFR_like                                                                            no original description'	T
'29.4'	'protein.postranslational modification'	'cre16.g665350.t1.2|pacid:27567590'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr TyrKc PTKc PTKc_PDGFR PTKc_Csk_like PTKc_Jak_rpt2 PTKc_Tec_like PTKc_Csk PTKc_Jak1_rpt2 PTKc_Tec_Rlk PTKc_Tyk2_rpt2 PTKc_Srm_Brk PTKc_Ack_like PTKc_Syk_like PTKc_Src_like                                                                                 no original description'	T
'29.4'	'protein.postranslational modification'	'g5066.t1|pacid:27580869'	'PP2Cc PP2Cc PP2C PTC1      no original description'	T
'29.4'	'protein.postranslational modification'	'cre03.g201400.t1.2|pacid:27577692'	'PP2Cc PP2Cc PP2C PTC1   no original description'	T
'29.4'	'protein.postranslational modification'	'cre02.g075850.t2.1|pacid:27574460'	'S_TKc S_TKc Pkinase SPS1 TyrKc Pkinase_Tyr PTKc                                                       no original description'	T
'29.4'	'protein.postranslational modification'	'cre02.g141250.t1.2|pacid:27575040'	'PP2Cc PP2Cc PP2C PTC1      no original description'	T
'29.4'	'protein.postranslational modification'	'g5374.t1|pacid:27572420'	'no original description'	T
'29.4'	'protein.postranslational modification'	'cre16.g684400.t1.3|pacid:27567021'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr TyrKc PTKc PTKc_Jak_rpt2 PTKc_Srm_Brk PTKc_Jak2_Jak3_rpt2                                                                        no original description'	T
'29.4'	'protein.postranslational modification'	'cre17.g709500.t1.3|pacid:27571342'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr TyrKc PTKc PTKc_Jak_rpt2 PTKc_Jak2_Jak3_rpt2 PTKc_InsR_like PTKc_Syk_like PTKc_DDR PTKc_Tec_like PTKc_Src_like PTKc_FAK PTKc_FGFR PTKc_EphR_B PTKc_EGFR_like PTKc_Csk_like PTKc_Trk PTKc_RET PTKc_Abl PTKc_Fes_like PTKc_Srm_Brk PTK_Ryk PTKc_Tyk2_rpt2                                                                             no original description'	T
'29.4'	'protein.postranslational modification'	'g8064.t1|pacid:27564052'	'S_TKc S_TKc Pkinase Pkinase_Tyr PTKc TyrKc SPS1 PTKc_c-ros PTKc_Csk_like PTKc_Ack_like PTKc_Jak_rpt2 PTKc_EGFR_like PTKc_Src_like PTKc_Fes_like PTKc_FGFR PTKc_Srm_Brk PTKc_Syk_like PTKc_FAK PTKc_Tec_like PTKc_ALK_LTK PTKc_Abl PTKc_DDR2 PTKc_Frk_like PTKc_DDR PTKc_Chk PTKc_InsR_like PTKc_Lck_Blk PTKc_Ror PTKc_FGFR4 PTKc_Fer PTKc_Itk PTKc_Fyn_Yrk PTKc_Tec_Rlk PTKc_Fes PTKc_HER4 PTKc_Csk PTKc_FGFR2 PTKc_Trk PTKc_Syk PTKc_EphR PTKc_PDGFR PTKc_FGFR1 PTKc_Tyk2_rpt2 PTKc_Musk PTKc_FGFR3 PTKc_EGFR PTKc_Btk_Bmx PTKc_DDR_like PTKc_Src PTKc_Axl_like PTK_CCK4 PTKc_HER2 PTKc_DDR1 PTKc_Lyn PTKc_RET PTKc_Yes PTKc_Jak2_Jak3_rpt2 PTKc_Met_Ron PTKc_Zap-70 PTKc_Tyro3 PTKc_Hck                                                                    no original description'	T
'29.4'	'protein.postranslational modification'	'cre08.g363500.t1.2|pacid:27563545'	'PTPLA   no original description'	T
'29.4'	'protein.postranslational modification'	'cre03.g186950.t1.2|pacid:27577649'	'PP2Cc PP2Cc PP2C PTC1      no original description'	T
'29.4'	'protein.postranslational modification'	'cre02.g108700.t1.3|pacid:27574525'	'no original description'	T
'29.4'	'protein.postranslational modification'	'cre13.g565200.t1.3|pacid:27573860'	'S_TKc S_TKc Pkinase Pkinase_Tyr TyrKc PTKc SPS1 PTKc_Csk_like PTKc_Ack_like PTKc_Src_like PTKc_Chk PTKc_FAK PTKc_Fes_like PTKc_EGFR_like PTKc_Frk_like PTKc_Syk_like PTKc_Srm_Brk PTKc_c-ros PTKc_Jak_rpt2 PTKc_Lck_Blk PTKc_Abl PTKc_EphR PTKc_Itk PTKc_Trk PTKc_Tec_like PTKc_Fes PTKc_Csk PTKc_Ror PTKc_FGFR PTKc_Fer PTKc_Fyn_Yrk PTKc_ALK_LTK PTKc_Lyn PTKc_InsR_like PTKc_Hck PTKc_Yes PTKc_Src PTKc_Syk PTKc_DDR PTKc_FGFR4 PTK_CCK4 PTKc_HER4 PTKc_EGFR PTKc_FGFR2 PTKc_HER2 PTKc_FGFR1 PTKc_FGFR3 PTKc_Musk PTKc_Jak2_Jak3_rpt2 PTKc_Zap-70                                                                  no original description'	T
'29.4'	'protein.postranslational modification'	'g9580.t1|pacid:27570632'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr TyrKc PTKc                                                      no original description'	T
'29.4'	'protein.postranslational modification'	'g10019.t1|pacid:27570629'	'no original description'	T
'29.4'	'protein.postranslational modification'	'cre03.g159078.t2.1|pacid:27576584'	'S_TKc S_TKc TyrKc Pkinase_Tyr Pkinase PTKc SPS1 PTKc_Jak_rpt2 PTKc_EGFR_like PTKc_Ack_like PTKc_Src_like PTKc_c-ros PTKc_Syk_like PTKc_Csk_like PTKc_Fes_like PTKc_Frk_like PTKc_Abl PTKc_Tec_like PTKc_FAK PTKc_Chk PTKc_Lck_Blk PTKc_InsR_like PTKc_FGFR PTKc_EphR PTKc_ALK_LTK PTKc_Srm_Brk PTKc_Lyn PTKc_Src PTKc_Ror PTKc_Fes PTKc_Trk PTKc_Hck PTK_CCK4 PTKc_Yes PTKc_Tyk2_rpt2 PTKc_HER4 PTKc_Csk PTKc_Musk PTKc_Fyn_Yrk PTKc_Tec_Rlk PTKc_EGFR PTKc_Jak2_Jak3_rpt2 PTKc_Syk PTKc_Itk PTKc_Fer PTKc_HER2 PTKc_Met_Ron PTKc_Btk_Bmx PTKc_FGFR4 PTKc_Zap-70 PTKc_DDR PTKc_Axl_like PTKc_FGFR1 PTKc_Jak1_rpt2 PTKc_Tyro3 PTKc_EphR_A PTKc_InsR PTKc_IGF-1R PTKc_Ror1 PTKc_DDR2 PTKc_DDR_like PTKc_EphR_B PTKc_FGFR3 PTKc_RET PTKc_PDGFR PTKc_TrkA PTKc_TrkC PTKc_FGFR2 PTKc_DDR1 PTKc_Ror2 PTKc_Axl PTKc_TrkB PTKc_Tie2 PTKc_EphR_A2 PTK_Ryk PTKc_Aatyk PTK_HER3 PTK_Jak_rpt1 PTKc_Tie1                                                                       no original description'	T
'29.4'	'protein.postranslational modification'	'g16182.t1|pacid:27566695'	'no original description'	T
'29.4'	'protein.postranslational modification'	'g4466.t1|pacid:27577686'	'S_TKc S_TKc Pkinase PTKc Pkinase_Tyr TyrKc SPS1 PTKc_InsR_like PTKc_FGFR               no original description'	T
'29.4'	'protein.postranslational modification'	'g9744.t1|pacid:27570601'	'Pkinase_Tyr S_TKc PTKc Pkinase S_TKc TyrKc   no original description'	T
'29.4'	'protein.postranslational modification'	'g4755.t1|pacid:27580688'	'PP2Cc PP2Cc PP2C PTC1       no original description'	T
'29.4'	'protein.postranslational modification'	'cre02.g104450.t2.1|pacid:27575815'	'S_TKc S_TKc Pkinase_Tyr TyrKc Pkinase PTKc SPS1 PTKc_Ack_like PTKc_Csk_like PTKc_Tec_like PTKc_Syk_like PTKc_Src_like PTKc_FAK PTKc_Syk PTKc_Chk PTKc_Frk_like PTKc_Itk PTKc_Srm_Brk PTKc_FGFR PTKc_Hck PTKc_RET PTKc_Jak_rpt2 PTKc_EphR PTKc_Abl PTKc_ALK_LTK PTKc_Fyn_Yrk PTKc_Lyn PTK_CCK4 PTKc_Lck_Blk PTKc_c-ros PTKc_Csk PTKc_Kit PTKc_Src PTKc_PDGFR_alpha PTKc_EphR_A2 PTKc_PDGFR PTKc_Tie1                        no original description'	T
'29.4'	'protein.postranslational modification'	'cre12.g560350.t2.1|pacid:27581580'	'S_TKc S_TKc Pkinase Pkinase_Tyr TyrKc PTKc SPS1 PTKc_Jak_rpt2 PTKc_InsR_like PTKc_Csk_like PTKc_Tec_like PTKc_Ack_like PTKc_Src_like PTKc_Srm_Brk PTKc_FGFR PTKc_FGFR2 PTKc_PDGFR PTKc_Chk PTKc_Btk_Bmx PTKc_RET PTKc_FAK PTKc_Lyn PTKc_Ror PTKc_Fes_like PTKc_Trk PTKc_c-ros PTKc_Itk PTKc_Lck_Blk PTKc_FGFR3 PTKc_FGFR1 PTKc_Frk_like PTK_CCK4 PTKc_Jak2_Jak3_rpt2 PTKc_Tec_Rlk PTKc_Tyk2_rpt2 PTKc_Fer PTKc_Axl_like PTKc_Abl PTKc_DDR PTKc_ALK_LTK PTKc_EGFR_like PTKc_Tie1 PTKc_InsR PTKc_Jak1_rpt2 PTKc_Yes PTKc_Fes PTKc_Tie2 PTKc_IGF-1R PTKc_FGFR4 PTKc_Hck PTKc_VEGFR PTKc_Fyn_Yrk PTKc_Met_Ron PTKc_Csk PTKc_Src PTKc_Syk_like PTKc_Axl PTKc_TrkB PTKc_EGFR PTKc_Ror1 PTKc_Musk PTKc_Tie PTKc_VEGFR2 PTKc_Tyro3 PTKc_TrkA PTKc_Syk                                                                                      no original description'	T
'29.4'	'protein.postranslational modification'	'cre03.g206100.t1.3|pacid:27577547'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr TyrKc PTKc PTKc_Jak_rpt2 PTKc_Tyk2_rpt2 PTKc_FAK PTKc_Jak2_Jak3_rpt2                                                no original description'	T
'29.4'	'protein.postranslational modification'	'cre12.g544400.t1.2|pacid:27582665'	'S_TKc S_TKc Pkinase Pkinase_Tyr SPS1 PTKc TyrKc PTKc_Jak_rpt2 PTKc_Ack_like PTKc_Jak2_Jak3_rpt2 PTKc_InsR_like PTKc_EGFR_like PTKc_Tyk2_rpt2 PTKc_Srm_Brk PTKc_Syk_like PTKc_Frk_like PTKc_FAK PTKc_Trk PTKc_Src_like PTKc_Jak1_rpt2 PTKc_FGFR PTKc_Csk_like PTKc_Fes_like PTKc_Tec_like PTKc_c-ros KIND PTKc_Abl PTKc_TrkB PTKc_Chk PTKc_EphR PTK_Jak_rpt1 PTK_CCK4 PTKc_Met_Ron PTKc_Csk PTKc_ALK_LTK PTKc_Ror PTKc_TrkC PTKc_PDGFR PTK_HER3 PTKc_DDR PTKc_Tyro3 PTKc_Zap-70 PTKc_Btk_Bmx PTKc_Syk PTKc_TrkA PTKc_HER2 PTKc_EGFR PTKc_Axl_like PTKc_FGFR1 PTKc_Fyn_Yrk PTKc_Tec_Rlk PTKc_Lck_Blk                                                                                    no original description'	T
'29.4'	'protein.postranslational modification'	'cre06.g256300.t1.2|pacid:27568335'	'no original description'	T
'29.4'	'protein.postranslational modification'	'g11514.t1|pacid:27565084'	'S_TKc S_TKc Pkinase SPS1    no original description'	T
'29.4'	'protein.postranslational modification'	'g4453.t1|pacid:27577412'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr TyrKc PTKc                                                            no original description'	T
'29.4'	'protein.postranslational modification'	'g1236.t2|pacid:27578287'	'S_TKc Pkinase S_TKc    no original description'	T
'29.4'	'protein.postranslational modification'	'cre12.g560668.t1.2|pacid:27581103'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr PTKc TyrKc PTKc_Srm_Brk PTKc_Jak_rpt2 PTKc_Tyk2_rpt2 PTKc_Src_like PTKc_FGFR PTKc_FAK PTKc_PDGFR PTKc_Trk PTKc_InsR_like PTKc_Jak2_Jak3_rpt2 PTKc_Csk_like PTKc_Syk_like PTKc_Ack_like PTKc_Fes_like PTKc_Jak1_rpt2 PTKc_TrkB PTKc_Lck_Blk PTKc_Src PTKc_Frk_like PTKc_Lyn PTKc_Tec_like PTKc_Hck PTKc_Itk PTKc_TrkC PTKc_Musk PTKc_TrkA                                                                                    no original description'	T
'29.4'	'protein.postranslational modification'	'cre07.g347000.t2.1|pacid:27564224'	'no original description'	T
'29.4'	'protein.postranslational modification'	'cre01.g024650.t1.3|pacid:27578267'	'S_TKc S_TKc Pkinase_Tyr Pkinase TyrKc PTKc PTKc_Csk_like PTKc_Ack_like SPS1 PTKc_Frk_like PTKc_Tec_like PTKc_InsR_like PTKc_c-ros PTKc_Src_like PTKc_Srm_Brk PTKc_FAK PTKc_Tec_Rlk PTKc_Fes_like PTKc_Chk PTKc_ALK_LTK PTKc_Btk_Bmx PTKc_Abl PTKc_Ror PTKc_Syk_like PTKc_EphR PTKc_Csk PTKc_Itk PTKc_EGFR_like PTKc_Fes PTKc_Musk PTKc_Trk PTKc_Fer PTKc_Jak_rpt2 PTKc_Ror1 PTKc_Lck_Blk PTKc_IGF-1R PTKc_Fyn_Yrk PTKc_DDR PTKc_Yes PTKc_RET PTKc_Src PTKc_Met_Ron PTKc_EphR_B PTK_CCK4 PTKc_EphR_A2 PTKc_InsR PTKc_HER2 PTKc_EGFR PTKc_Syk PTKc_Axl_like PTKc_FGFR PTKc_TrkC PTKc_TrkB PTKc_Lyn PTKc_Ror2 PTKc_EphR_A PTKc_FGFR4 PTKc_PDGFR PTKc_Zap-70 PTKc_Tyk2_rpt2 PTKc_HER4 PTKc_Hck PTKc_TrkA PTKc_FGFR1 PTKc_Aatyk PTK_Ryk PTKc_Tyro3 PTKc_DDR_like PTKc_Jak1_rpt2 PTKc_Tie PTKc_Tie1 PTKc_Jak2_Jak3_rpt2 PTKc_FGFR3                                                                           no original description'	T
'29.4'	'protein.postranslational modification'	'g6676.t1|pacid:27568987'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr TyrKc PTKc PTKc_Jak_rpt2 PTKc_Srm_Brk PTKc_Jak2_Jak3_rpt2 PTKc_Syk_like PTKc_FAK PTKc_Abl PTKc_Tyk2_rpt2 PTKc_Frk_like PTKc_Ror PTKc_PDGFR PTKc_Src_like                                                                            no original description'	T
'29.4'	'protein.postranslational modification'	'g16833.t1|pacid:27567533'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr TyrKc PTKc PTKc_Srm_Brk                                                                 no original description'	T
'29.4'	'protein.postranslational modification'	'cre13.g571700.t1.3|pacid:27574137'	'S_TKc S_TKc Pkinase SPS1 TyrKc Pkinase_Tyr PTKc PTKc_Syk_like FRQ1 PTKc_Itk PTKc_FAK PTKc_Src_like PTKc_Frk_like PTKc_Csk_like PTKc_Fes_like PTKc_Ack_like PTKc_c-ros PTKc_Lyn PTKc_Srm_Brk PTKc_Tec_like                                                                                        no original description'	T
'29.4'	'protein.postranslational modification'	'cre12.g525400.t1.3|pacid:27581109'	'S_TKc S_TKc PTKc TyrKc Pkinase_Tyr Pkinase SPS1 PTKc_InsR_like PTKc_Jak_rpt2 PTKc_Csk_like PTKc_Ack_like PTKc_Chk PTKc_Trk PTKc_EphR PTKc_FAK PTK_CCK4 PTKc_Srm_Brk PTKc_c-ros PTKc_Ror PTKc_Tec_like PTKc_EphR_B PTKc_Src PTKc_FGFR PTKc_Abl PTKc_Src_like PTKc_Tyk2_rpt2                         no original description'	T
'29.4'	'protein.postranslational modification'	'cre17.g713050.t1.3|pacid:27571117'	'S_TKc S_TKc Pkinase Pkinase_Tyr TyrKc PTKc SPS1 PTKc_Jak_rpt2 PTKc_Ack_like PTKc_FAK PTKc_Syk_like PTKc_Src_like PTKc_Frk_like PTKc_DDR PTKc_Fes_like PTKc_InsR_like PTKc_c-ros PTKc_Srm_Brk PTKc_EphR PTKc_Csk_like PTKc_Abl PTKc_FGFR PTK_CCK4 PTKc_Lck_Blk PTKc_EGFR_like PTKc_Ror PTKc_Jak2_Jak3_rpt2 PTKc_Fyn_Yrk PTKc_Trk PTKc_Hck PTKc_PDGFR PTKc_ALK_LTK PTKc_Chk PTKc_Fes PTK_Jak_rpt1 PTKc_Lyn PTKc_Yes PTKc_Src PTKc_Tie2 PTKc_Syk PTKc_Kit PTKc_Met_Ron PTKc_Tec_like PTKc_Musk PTKc_Ror1 PTKc_DDR2 PTKc_EphR_A PTKc_Tyk2_rpt2                                                  no original description'	T
'29.4'	'protein.postranslational modification'	'cre16.g695218.t1.2|pacid:27567469'	'S_TKc S_TKc Pkinase TyrKc Pkinase_Tyr PTKc SPS1 PTKc_Csk_like PTKc_c-ros PTKc_Ack_like PTKc_Jak_rpt2 PTKc_Tec_like PTKc_Fes_like PTKc_Syk_like PTKc_FAK PTKc_ALK_LTK PTKc_EGFR_like PTKc_Src_like PTKc_Srm_Brk PTKc_Ror PTKc_Chk PTK_CCK4 PTKc_Trk PTKc_InsR_like PTKc_EphR PTKc_Frk_like PTKc_Musk PTKc_Csk PTKc_Fes PTKc_RET PTKc_PDGFR PTKc_Itk PTKc_FGFR PTKc_Tec_Rlk PTKc_Abl PTKc_Fer PTKc_Tyk2_rpt2 PTKc_Syk PTKc_Btk_Bmx PTKc_DDR PTKc_Tyro3 PTKc_HER4 PTKc_Axl_like PTKc_Aatyk PTKc_DDR2 PTKc_Tie1 PTKc_Jak2_Jak3_rpt2 PTKc_Lck_Blk PTKc_Tie2 PTKc_EphR_A PTKc_EGFR PTKc_Met_Ron PTKc_Jak1_rpt2 PTKc_Tie PTKc_FGFR1 PTKc_Ror1                                                     no original description'	T
'29.4'	'protein.postranslational modification'	'cre12.g516750.t2.1|pacid:27581107'	'S_TKc S_TKc Pkinase TyrKc PTKc Pkinase_Tyr SPS1 PTKc_Ack_like                 no original description'	T
'29.4'	'protein.postranslational modification'	'cre03.g154250.t1.3|pacid:27577702'	'S_TKc S_TKc Pkinase_Tyr PTKc Pkinase TyrKc PTKc_Ack_like PTKc_Tec_like PTKc_Csk_like PTKc_Jak_rpt2 PTKc_Fes_like PTKc_Srm_Brk SPS1 PTKc_Itk PTKc_Src_like PTKc_EphR PTKc_Fer PTKc_Frk_like PTKc_Fyn_Yrk PTKc_Src PTKc_InsR_like PTKc_Yes PTKc_Btk_Bmx PTKc_Tec_Rlk PTKc_Chk PTKc_Csk PTKc_FAK PTKc_Lck_Blk PTKc_Syk_like PTKc_ALK_LTK PTKc_Tyk2_rpt2 PTKc_Fes PTKc_Abl PTKc_Axl_like PTKc_Hck PTKc_Jak2_Jak3_rpt2 PTKc_c-ros PTKc_RET PTKc_EGFR_like                                         no original description'	T
'29.4'	'protein.postranslational modification'	'cre03.g199050.t1.2|pacid:27577292'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr TyrKc PTKc CAP_ED PTKc_Csk_like cNMP PTKc_Chk PTKc_Btk_Bmx PTKc_Tec_Rlk PTKc_Syk_like PTKc_Jak_rpt2 PTK_CCK4 Crp PTKc_Jak2_Jak3_rpt2 cNMP_binding PTKc_FAK PTKc_Tec_like                                                                          no original description'	T
'29.4'	'protein.postranslational modification'	'cre09.g411550.t3.1|pacid:27569846'	'S_TKc   no original description'	T
'29.4'	'protein.postranslational modification'	'cre17.g696950.t1.3|pacid:27571441'	'S_TKc S_TKc Pkinase PTKc TyrKc Pkinase_Tyr SPS1 PTKc_Ack_like PTKc_c-ros PTKc_InsR_like PTKc_Srm_Brk PTKc_Syk_like PTKc_Jak_rpt2 PTKc_Csk_like PTKc_FAK PTKc_Axl_like PTKc_Src_like PTKc_Frk_like PTKc_RET PTKc_ALK_LTK PTKc_Trk PTKc_Tec_like PTKc_Axl PTKc_Lck_Blk PTKc_Tyk2_rpt2 PTKc_Yes                                    no original description'	T
'29.4'	'protein.postranslational modification'	'cre12.g554000.t1.2|pacid:27582525'	'S_TKc S_TKc Pkinase TyrKc Pkinase_Tyr PTKc PTKc_EphR SPS1        no original description'	T
'29.4'	'protein.postranslational modification'	'cre14.g626450.t1.2|pacid:27566079'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr PTKc TyrKc                                                                no original description'	T
'29.4'	'protein.postranslational modification'	'cre17.g707650.t1.1|pacid:27571356'	'S_TKc S_TKc Pkinase SPS1 PTKc Pkinase_Tyr                                       no original description'	T
'29.4'	'protein.postranslational modification'	'cre12.g500350.t1.2|pacid:27581311'	'PP2Ac PP2Ac Metallophos         no original description'	T
'29.4'	'protein.postranslational modification'	'cre12.g545950.t1.3|pacid:27582412'	'S_TKc S_TKc Pkinase_Tyr PTKc TyrKc Pkinase PTKc_Ack_like SPS1 PTKc_Jak_rpt2 PTKc_FAK PTKc_Src_like PTKc_Syk_like PTKc_Srm_Brk PTKc_ALK_LTK PTKc_c-ros PTKc_EGFR_like PTKc_InsR_like PTKc_EphR PTKc_Frk_like PTKc_Fer PTKc_Csk_like PTKc_EphR_B PTKc_Fes_like PTKc_Axl_like PTKc_FGFR PTKc_EphR_A PTKc_Abl PTKc_Chk PTKc_Trk PTKc_Ror PTK_Ryk PTKc_Src PTKc_EphR_A2 PTKc_RET PTKc_Tyk2_rpt2 PTKc_Met_Ron                                       no original description'	T
'29.4'	'protein.postranslational modification'	'cre13.g575200.t1.3|pacid:27573810'	'PP2Ac PP2Ac         no original description'	T
'29.4'	'protein.postranslational modification'	'g9693.t2|pacid:27570647'	'no original description'	T
